genID,reachGoal,bC-ID,bC-C,bC-Sm,bC-Sf,bC-A,bSm-ID,bSm-C,bSm-Sm,bSm-Sf,bSm-A,bSf-ID,bSf-C,bSf-Sm,bSf-Sf,bSf-A,bA-ID,bA-C,bA-Sm,bA-Sf,bA-A,bCCD-ID,bCCD-C,bCCD-Sm,bCCD-Sf,bCCD-A,bSmCD-ID,bSmCD-C,bSmCD-Sm,bSmCD-Sf,bSmCD-A,bSfCD-ID,bSfCD-C,bSfCD-Sm,bSfCD-Sf,bSfCD-A,bACD-ID,bACD-C,bACD-Sm,bACD-Sf,bACD-A,Cmd-bCCD,Cmd-bSmCD,Cmd-bSfCD,Cmd-bACD,bf-ID,bf-C,bf-Sm,bf-Sf,bf-A,Cmd-bf,f_gr,f_t,f_sm,f_sf
0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0033248602,0.5555556,0.6329114,1.1917918,RRBBLLBBBLRBBLBLFBBFFFRLFRBRFRRRRBLFRBRLFFFRFBFBBFRBRFRLFRRBLRBLLBRLBRBLBLBFRBRLFRLRLBLBLFLBLRRFLLFB,0.054603904,0.0,0.111111164,0.6329114
1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.008456314,0.5681818,0.33783785,0.9144759,FLBFLLRBRBRRLBRRFRFBBLFLRLFLBBBRBRBFFLBRLLBRRLLRBFLRLLLLBLFRLRLLLRBLFRBLBFRFLBBBLLRRFRBBLFLLBLLBBFBF,0.084542096,0.0,0.13636363,0.33783785
2,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0.06386979,0.60240966,0.6289308,1.2952102,LLLFBLFLLLFLLLLLFLBRBFBBLRFLBLFBFFRFBRBFLLLLLLLFRRBLLBFBLRFRRLLBLBFRLRBLLBBBFBBFBBLBBLLRBBBLLBBBBLBR,0.20710677,0.0,0.20481932,0.6289308
3,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.5,0.688,0.6825397,1.8705397,LLLLFLLLFLLLLLFLBRBLBLFFLLLLLFRRBLLBBLLBBBBBLBBLBBBLLBBBBLBRRRBBBBLLFFRRRRBBRRFFLLBBBB,0.5,0.13999999,0.37600005,0.6825397
4,T,26.0,1.0,0.7,0.36458334,2.0645833,26.0,1.0,0.7,0.36458334,2.0645833,118.0,1.0,0.69158876,0.50340134,2.1949902,118.0,1.0,0.69158876,0.50340134,2.1949902,102.0,0.0,99999.0,0.18873057,99999.19,103.0,0.0,0.026798882,0.20650972,0.23330861,26.0,99999.0,99999.0,0.041311633,199998.05,103.0,0.0,0.026798882,0.20650972,0.23330861,LLLLFLLLFLLLLRBLBRBLBLBRLBLBBFBFBLRBLLRFBBFFRBFLRLRBLFBLBLLBBLBBBBLLFBRRRBBBLR,LRLLFLLLBLLLLLFLBRBLBLFFLLFLFBRRBBBBRFLBBBBFFBBLBFFBLBBLLBBBBLLBBBFRFBRLBRFBBLFFLRBBBB,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBBRFFFFLLLLBBRRBBRRBBLL,LRLLFLLLBLLLLLFLBRBLBLFFLLFLFBRRBBBBRFLBBBBFFBBLBFFBLBBLLBBBBLLBBBFRFBRLBRFBBLFFLRBBBB,,,,,,,1.0,0.13999999,0.23741007,0.35833332
5,T,0.0,1.0,0.7,0.36458334,2.0645833,99.0,1.0,0.7692308,0.32520324,2.094434,106.0,1.0,0.64615387,0.59574467,2.2418985,106.0,1.0,0.64615387,0.59574467,2.2418985,7.0,0.0,99999.0,0.07979073,99999.08,94.0,0.0,0.011641464,0.021131331,0.032772794,89.0,0.0,0.10259105,0.003171396,0.10576245,94.0,0.0,0.011641464,0.021131331,0.032772794,LLLLFLLLFLLLLRBLBRBLBLBRLBLBBFBFBLRBLLRFBBFFRBFLRLRBLFBLBLLBBLBBBBLLFBRRRBBBLR,LLLFLLLFLLBBLLLLBBLBBLBBBBLLLBBBBBLBBLBBRR,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBBRFFFFLLBBBBRRBBLL,LLLFLLLFLLBBLLLLBBLBBLBBBBLLLBBBBBLBBLBBRR,,,,,,,1.0,0.58000004,0.39999998,0.35
6,T,0.0,1.0,0.7,0.36458334,2.0645833,23.0,1.0,0.7692308,0.32520324,2.094434,1.0,1.0,0.61764705,0.49704143,2.1146884,79.0,1.0,0.7246377,0.49019608,2.2148337,1.0,0.0,0.14277948,99999.0,99999.14,7.0,0.0,0.003101477,0.068726376,0.07182785,76.0,0.0,0.03039741,0.0028876772,0.033285085,76.0,0.0,0.03039741,0.0028876772,0.033285085,LLLLFLRLFLLLLLFLBRBLFLRFLLLLLLBRRLLLBLLBBBBBFBLLBRBRLFBBBFBRBRBBBBLFBBRBRRBBRLFLLRBB,LLLFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBRBLLLBLLBBBBBBRFFFFLLLLBBRRBBRRBBLL,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBBRFFFLLBBBRRBBLL,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBBRFFFLLBBBRRBBLL,,,,,,,1.0,0.36,0.39130437,0.35164836
7,T,0.0,1.0,0.7,0.36458334,2.0645833,5.0,1.0,0.7692308,0.32520324,2.094434,16.0,1.0,0.61764705,0.49704143,2.1146884,6.0,1.0,0.7246377,0.49019608,2.2148337,1.0,0.0,0.023102906,0.18479729,0.2079002,21.0,0.0,0.009709808,0.058980573,0.06869038,8.0,0.0,0.020774351,0.006022058,0.02679641,8.0,0.0,0.020774351,0.006022058,0.02679641,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBBRFFFLLLLBRRBBRRBBLL,LLLFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBRBLLLBLLBBBBBBRFFFFLLLLBBRRBBRRBBLL,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBRFFFLLBBBBRRBBLL,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBRFFFLLBBBBRRBBLL,,,,,,,1.0,0.36,0.39130437,0.35164836
8,T,0.0,1.0,0.7,0.36458334,2.0645833,20.0,1.0,0.7692308,0.32520324,2.094434,4.0,1.0,0.61764705,0.49704143,2.1146884,4.0,1.0,0.61764705,0.49704143,2.1146884,2.0,0.0,0.2961056,99999.0,99999.3,42.0,99999.0,0.007599434,0.025764992,99999.03,15.0,0.0,0.033498887,0.002429244,0.03592813,23.0,0.0,0.023102906,0.0066804215,0.029783327,LLBLLLLFLLBLLLLLBLBBBBBBLLBBBBBLBBLLBBRR,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBBRFFLLLLBRRBRRBBLL,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBRFFFLLBBBBRRBBLL,LLLFFLLLLLLLBBLBLFFLBBBBRRBLLLLBRBBRBLLLBLLBBBBBBRFFFLLLLBRRBBRRBBLL,,,,,,,1.0,0.32,0.38775516,0.3655914
9,T,0.0,1.0,0.7,0.36458334,2.0645833,15.0,1.0,0.7692308,0.32520324,2.094434,12.0,1.0,0.61764705,0.49704143,2.1146884,12.0,1.0,0.61764705,0.49704143,2.1146884,1.0,0.0,0.05230147,0.006657495,0.058958966,4.0,0.0,0.01192063,0.025244597,0.03716523,75.0,0.0,0.14888492,0.002017167,0.15090209,4.0,0.0,0.01192063,0.025244597,0.03716523,LLBLFLLLLLFBLLBLBLLBBLBBBBLLBLBBBBLBBLBBRR,LLLFFLLLLLLLBBLBLFFLBBBBRBLLBBBBLLBBBBBLLBBRBBLL,LLLLLLLLFBLLBLBLLBBLBBBBLLBLBBBBLBBLBBRR,LLLFFLLLLLLLBBLBLFFLBBBBRBLLBBBBLLBBBBBLLBBRBBLL,,,,,,,1.0,0.52,0.41176474,0.3178808
