genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,F,2.6030143E-4,n/a,14,5.141864E-5
1,100,F,2.6030143E-4,n/a,0,2.6030143E-4
2,100,F,3.0883448E-4,n/a,67,2.6030143E-4
3,100,F,3.5011553E-4,n/a,0,3.5011553E-4
4,100,F,9.999E-4,n/a,76,3.5011553E-4
5,100,F,3.5011553E-4,n/a,25,2.6030143E-4
6,100,F,9.999E-4,n/a,84,8.6972825E-5
7,100,F,9.999E-4,n/a,0,9.999E-4
8,100,F,9.999E-4,n/a,0,9.999E-4
9,100,F,9.999E-4,n/a,0,9.999E-4
10,100,F,0.0024408104,n/a,77,9.999E-4
11,100,F,0.0015239257,n/a,76,9.999E-4
12,100,F,0.0015239257,n/a,0,0.0015239257
13,100,F,0.0015239257,n/a,0,0.0015239257
14,100,F,0.0015239257,n/a,0,0.0015239257
15,100,F,0.0015239257,n/a,0,0.0015239257
16,100,F,0.0015239257,n/a,0,0.0015239257
17,100,F,0.0015239257,n/a,0,0.0015239257
18,100,F,0.0015239257,n/a,0,0.0015239257
19,100,F,0.0015239257,n/a,0,0.0015239257
20,100,F,0.0015239257,n/a,0,0.0015239257
21,100,F,0.015974442,n/a,60,0.0015239257
22,100,F,0.026269045,n/a,11,2.3164673E-4
23,100,F,0.28595474,n/a,66,2.3164673E-4
24,100,F,0.28595474,n/a,1,0.046334185
25,100,F,5.0,n/a,23,0.046334185
26,100,F,10.0,n/a,40,2.3164673E-4
27,100,Y,15.94884,RBFLBB4R1R5LBBBRBL8LFRBLBBBBBBFBBBBBBBBBB1FBRBBLLB,72,2.3164673E-4
28,41,Y,17.304602,RBFLBBR1RLBBBRBL8LRBLBBBBBBFBBBBBBBBBB1FBR,87,3.0883448E-4
29,37,Y,18.163265,RB7LBB51RLBBBRBL8LRBBBBBBBBFBBBBBBBBBB,43,5.0
30,35,Y,18.65052,RBFLBBRRBBBBRL8LRBLLBBBBBBBBBBBBBBB,51,3.0883448E-4
31,34,Y,18.65052,RBFLBBRRBBBBRL8LRBLLBBBBBBBBBBBBBBB,8,5.0
32,34,Y,19.182735,RBLBB1RLBBBRBL8LRBBBBBBBBFBBBBBBBB,17,5.0
33,33,Y,19.182735,RBLBB5RLBBBRBL8LRBBBBBBBBFBBBBBBBB,21,3.0883448E-4
34,33,Y,19.765625,RBLBBRLBBBRBL8LRBBBBBBBBFBBBBBBBB,34,3.0883448E-4
35,32,Y,19.765625,RBLBRRLBBBRBL8LRBLBBBBBBBBBBBBBBB,10,3.0883448E-4
36,32,Y,21.890606,RB3BBRLBBBBL8LRBBBBBBBBBBBBBBBBR,84,3.0883448E-4
37,29,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBBBR,16,3.0883448E-4
38,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBBB,2,3.0883448E-4
39,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBB6,1,3.0883448E-4
40,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBBB,1,3.0883448E-4
41,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBBR,14,3.0883448E-4
42,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBB3,3,3.0883448E-4
43,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBBB,19,3.0883448E-4
44,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBB7,2,3.0883448E-4
45,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBBR,3,3.0883448E-4
46,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBBR,1,3.0883448E-4
47,28,Y,22.755102,RBBBRLBBBBL8LRBBBBBBBBBBBBBB7,1,3.0883448E-4
