genID,reachGoal,bC-ID,bC-C,bC-Sm,bC-Sf,bC-A,bSm-ID,bSm-C,bSm-Sm,bSm-Sf,bSm-A,bSf-ID,bSf-C,bSf-Sm,bSf-Sf,bSf-A,bA-ID,bA-C,bA-Sm,bA-Sf,bA-A,F0,F1
30,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
31,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
32,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
33,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
34,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
35,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
36,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
37,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
38,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
39,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
40,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
41,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
42,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
43,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
44,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
45,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
46,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
47,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
48,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
49,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
50,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
51,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
52,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
53,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
54,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
55,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
56,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
57,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
58,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
59,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
60,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
61,0,18.0,,,,,18.0,,,,,18.0,,,,,18.0,,,,,"HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 ","HToGA_v4_10$Robot@c5054b HToGA_v4_10$Robot@1b782da HToGA_v4_10$Robot@4daab8 HToGA_v4_10$Robot@1913701 HToGA_v4_10$Robot@1e29065 HToGA_v4_10$Robot@186511 HToGA_v4_10$Robot@1bb1a40 HToGA_v4_10$Robot@1b01689 HToGA_v4_10$Robot@f2d1e2 HToGA_v4_10$Robot@16d16c0 "
