genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,F,4.8222984E-4,n/a,30,1.2468682E-4
1,100,F,6.829668E-4,n/a,52,4.8222984E-4
2,100,F,4.8222984E-4,n/a,0,4.8222984E-4
3,100,F,0.0041631972,n/a,85,4.8222984E-4
4,100,F,0.0041631972,n/a,31,5.8910204E-4
5,100,F,0.0024408104,n/a,62,5.8910204E-4
6,100,F,0.0024408104,n/a,35,9.999E-4
7,100,F,0.0015239257,n/a,63,5.8910204E-4
8,100,F,0.0015239257,n/a,0,0.0015239257
9,100,F,0.0015239257,n/a,0,0.0015239257
10,100,F,0.0024408104,n/a,63,0.0015239257
11,100,F,0.12195122,n/a,83,0.0015239257
12,100,F,5.0,n/a,45,0.038910504
13,100,Y,11.384083,RFFR356BRRFBRB8L5BBB1R4BRRFBFBF3LF7BBLBRBFFFBLBLLRL5BFBLFRLBBBL8BLBBBBBBBBBFB2BB7BLBR8RFFBBLBLFB5RLF,75,0.5882353
14,85,Y,12.366864,RFFR356BRRRB8L5BBB1R4BRRF3LF7BBLBRFLBLL5BLBBL8BLBBBBBBBBB2BB7BLBR8BL5F,0,12.366864
15,65,Y,12.601457,RFFR6BRRRBL5BBB1R4BRRFLF7FBLBRF3BLL5BLBBL8BLBBBBBBBBB2BB7BLBRBL5F,82,12.366864
16,62,Y,13.305785,RFFRBRRBBL5BBBR4BRRFLFFBLBRF3BLLBLBBL8BBBBBBBBBBBB7BLBRBLF,51,12.777778
17,55,Y,13.559986,RFFRBRRBBL5BBBR4BRRFLFLBRF3BLLBLBBL8BBBBBBBBBBBB7BLBRBLF,0,13.559986
18,53,Y,14.0,RFFRBRRRBLBBBRBRRFLFFBLBRFBLLBLBBL8BLBBBBBBBBBBBBBBRBL,64,13.559986
19,50,Y,15.165289,RFFRBRRRBLBBBRBRRFLFLBLBLBBL8BLBBBBBBBBBBBBBBRBL,0,15.165289
20,44,Y,15.165289,RFFRBRRRBLBBBRBRRFLFLBLBLBBL8BLBBBBBBBBBBBBBB,0,15.165289
21,44,Y,15.668934,RFFRBRRRBLBBBRBR8FLFLBLBLBBFBLBBBBBBBBBBBBB,2,15.165289
22,42,Y,16.25,RFFRBRRRBLBBBRBR8FLFLBLBLBBLBBBBBBBBBBBBB,0,16.25
23,40,Y,16.25,RFFRBRRRBLBBBRBR8FLFLBLBLBBLBBBBBBBBBBBBB,0,16.25
24,40,Y,16.925207,RFBRBRRRBLBBBRBR8FLFLBLBLLBBBBBBBBBBBBBBB,25,16.25
25,38,Y,17.71605,RRBRRRBLBBBRBR8FLFLBLBLLBBBBBBBBBBBBBBB,0,17.71605
26,36,Y,17.71605,RRBRRRBLBBBRBR8FLFLBLBLLBBBBBBBBBBBBB,0,17.71605
27,36,Y,19.765625,RBBRRBLBBBRBR8FLFLBLBBBBBBBBBBBBBBBB,41,17.71605
28,32,Y,19.765625,RBBRRBLBBBRBR8FLFLBLBBBBBBBBBBBBB,0,19.765625
29,32,Y,19.765625,RBBRRBLBBBRBR8FLFLBLBBBBBBBBBBBBB,0,19.765625
30,32,Y,21.11111,RBBRBBLBBBRLR8FLBBBBBBBB1BBBBBBBB,54,19.765625
