genID,reachGoal,bC-ID,bC-C,bC-Sm,bC-Sf,bC-A,bSm-ID,bSm-C,bSm-Sm,bSm-Sf,bSm-A,bSf-ID,bSf-C,bSf-Sm,bSf-Sf,bSf-A,bA-ID,bA-C,bA-Sm,bA-Sf,bA-A
0,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
1,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
2,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
3,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
4,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
5,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
6,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
7,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
8,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
9,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
10,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
11,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
12,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
13,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
14,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
15,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
16,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
17,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
18,0,41.0,99999.0,99999.0,99999.0,299997.0,41.0,99999.0,99999.0,99999.0,299997.0,41.0,99999.0,99999.0,99999.0,299997.0,41.0,99999.0,99999.0,99999.0,299997.0
19,0,0.0,0.26685396,0.17124422,99999.0,99999.44,0.0,0.26685396,0.17124422,99999.0,99999.44,0.0,0.26685396,0.17124422,99999.0,99999.44,0.0,0.26685396,0.17124422,99999.0,99999.44
20,0,0.0,0.26685396,0.17124422,99999.0,99999.44,0.0,0.26685396,0.17124422,99999.0,99999.44,0.0,0.26685396,0.17124422,99999.0,99999.44,0.0,0.26685396,0.17124422,99999.0,99999.44
21,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
22,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
23,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
24,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
25,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
26,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
27,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
28,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
29,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
30,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
31,0,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17,0.0,0.09201859,0.08030841,99999.0,99999.17
