genID,reachGoal,bC-ID,bC-C,bC-Sm,bC-Sf,bC-A,bSm-ID,bSm-C,bSm-Sm,bSm-Sf,bSm-A,bSf-ID,bSf-C,bSf-Sm,bSf-Sf,bSf-A,bA-ID,bA-C,bA-Sm,bA-Sf,bA-A
15,0,0.0,0.21153836,0.9913142,0.16942091,1.3722734,3.0,0.7884616,0.20409092,99999.0,99999.99,67.0,0.89687496,0.7959091,0.092258915,1.785043,0.0,0.21153836,0.9913142,0.16942091,1.3722734
16,0,6.0,0.08576261,0.2966793,0.2070647,0.5895066,4.0,0.09039815,0.015984844,0.20261936,0.30900234,2.0,99999.0,99999.0,0.013454528,199998.02,4.0,0.09039815,0.015984844,0.20261936,0.30900234
17,0,24.0,0.0,0.2955456,99999.0,99999.3,2.0,0.08147423,0.0080003105,0.026774462,0.11624901,1.0,99999.0,99999.0,0.013454528,199998.02,2.0,0.08147423,0.0080003105,0.026774462,0.11624901
18,0,51.0,0.0,0.1810335,0.0,0.1810335,1.0,99999.0,0.10427534,0.016429406,99999.12,51.0,0.0,0.1810335,0.0,0.1810335,51.0,0.0,0.1810335,0.0,0.1810335
19,0,4.0,0.16347674,0.20644996,0.42769182,0.7976185,79.0,0.18270947,0.10464021,99999.0,99999.29,6.0,0.33884302,0.20109014,0.0,0.53993315,6.0,0.33884302,0.20109014,0.0,0.53993315
20,0,146.0,0.18270947,0.10700693,0.120673575,0.41038996,146.0,0.18270947,0.10700693,0.120673575,0.41038996,5.0,0.33884302,0.114140816,0.0,0.45298383,146.0,0.18270947,0.10700693,0.120673575,0.41038996
21,0,86.0,0.0,99999.0,0.5578714,99999.555,10.0,99999.0,0.106744,99999.0,199998.11,5.0,0.30303037,0.2697545,0.0063274186,0.5791123,2.0,0.17543845,0.26963708,0.09206866,0.5371442
22,0,31.0,0.0,0.12505896,0.37725455,0.5023135,93.0,0.09986226,0.075684205,0.3631037,0.53865016,3.0,0.093988046,0.24744903,0.0,0.34143707,75.0,0.2196971,0.08091163,0.0072700763,0.3078788
23,0,2.0,0.093988046,0.24744903,0.0,0.34143707,48.0,0.09986226,0.016017776,0.37725455,0.4931346,2.0,0.093988046,0.24744903,0.0,0.34143707,7.0,0.2196971,0.10949526,0.0072700763,0.33646244
24,0,13.0,0.0,0.016017776,0.18686801,0.20288579,13.0,0.0,0.016017776,0.18686801,0.20288579,2.0,0.093988046,0.23452614,0.0,0.3285142,13.0,0.0,0.016017776,0.18686801,0.20288579
25,0,24.0,0.0,0.24744903,0.37725455,0.6247036,0.0,0.23460388,0.04804893,0.1843949,0.4670477,2.0,0.19385031,0.1998192,0.0,0.39366952,7.0,0.2196971,0.10949526,0.0,0.32919237
26,0,17.0,0.0,0.24744903,0.37725455,0.6247036,0.0,0.23460388,0.098104194,0.1843949,0.51710296,2.0,0.19385031,0.110466674,0.0,0.304317,2.0,0.19385031,0.110466674,0.0,0.304317
27,0,6.0,0.08861716,99999.0,0.74035823,99999.83,0.0,0.23460388,0.098104194,0.1843949,0.51710296,2.0,0.19385031,0.1998192,0.0,0.39366952,7.0,0.2196971,0.10949526,0.0,0.32919237
28,0,6.0,0.08861716,0.27708033,0.5661217,0.9318192,5.0,0.17231143,0.052732516,0.0,0.22504394,2.0,0.19385031,0.18231378,0.0,0.37616408,5.0,0.17231143,0.052732516,0.0,0.22504394
29,0,6.0,0.08861716,99999.0,0.648253,99999.734,5.0,0.17231143,0.05779579,0.0,0.23010722,2.0,0.19385031,0.1998192,0.0,0.39366952,5.0,0.17231143,0.05779579,0.0,0.23010722
30,0,83.0,0.0,0.11878079,99999.0,99999.12,5.0,0.16286434,0.014937337,0.0,0.17780168,5.0,0.16286434,0.014937337,0.0,0.17780168,5.0,0.16286434,0.014937337,0.0,0.17780168
31,0,22.0,0.08861716,0.11878079,99999.0,99999.21,2.0,0.16286434,0.11004938,0.0,0.27291372,2.0,0.16286434,0.11004938,0.0,0.27291372,2.0,0.16286434,0.11004938,0.0,0.27291372
32,0,10.0,0.079170085,0.0414242,0.35202304,0.47261733,10.0,0.079170085,0.0414242,0.35202304,0.47261733,2.0,0.17231143,0.05779579,0.0,0.23010722,2.0,0.17231143,0.05779579,0.0,0.23010722
33,0,78.0,0.0,0.12669364,0.09210517,0.21879882,2.0,0.17231143,0.046881653,0.0,0.21919307,2.0,0.17231143,0.046881653,0.0,0.21919307,78.0,0.0,0.12669364,0.09210517,0.21879882
34,0,9.0,0.079170085,0.0414242,0.30742297,0.42801726,9.0,0.079170085,0.0414242,0.30742297,0.42801726,2.0,0.17231143,0.05779579,0.0,0.23010722,2.0,0.17231143,0.05779579,0.0,0.23010722
35,0,10.0,0.08861716,0.20766701,0.25731865,0.5536028,8.0,0.20616738,0.033811048,0.5021672,0.74214566,2.0,0.2514815,0.53469837,0.0,0.7861799,4.0,0.3766235,0.16451095,0.0,0.5411345
36,0,6.0,0.08861716,0.20766701,0.25731865,0.5536028,5.0,0.20616738,0.033811048,0.41251418,0.65249264,1.0,0.17231143,0.05779579,0.0,0.23010722,1.0,0.17231143,0.05779579,0.0,0.23010722
37,0,5.0,0.10630513,0.027221369,0.41251418,0.54604065,5.0,0.10630513,0.027221369,0.41251418,0.54604065,1.0,0.34546956,0.30681157,0.0,0.65228117,8.0,0.21375917,0.12367557,0.15199864,0.48943338
38,0,47.0,0.0,0.0,0.40292928,0.40292928,47.0,0.0,0.0,0.40292928,0.40292928,1.0,0.34546956,0.2124027,0.0,0.5578723,105.0,0.0,0.0,0.05194604,0.05194604
39,0,12.0,0.0,0.11739913,0.648253,0.7656522,5.0,0.10630513,0.027221369,0.12491267,0.25843918,1.0,0.2514815,0.2124027,0.0,0.4638842,8.0,0.093988046,0.07193797,0.059893463,0.22581947
40,0,86.0,0.0,0.1612873,99999.0,99999.164,2.0,0.121211916,0.060933564,0.17864248,0.36078796,1.0,0.2514815,0.24115005,0.0,0.49263155,8.0,0.19385031,0.07193797,0.052305173,0.31809345
41,0,2.0,0.121211916,0.30543125,0.17864248,0.60528564,8.0,0.19385031,0.07193797,0.052305173,0.31809345,1.0,0.2514815,0.24115005,0.0,0.49263155,8.0,0.19385031,0.07193797,0.052305173,0.31809345
42,0,58.0,0.0,0.13498321,99999.0,99999.13,95.0,0.0,0.05176259,0.16735205,0.21911463,1.0,0.4453318,0.24374135,0.0,0.68907315,95.0,0.0,0.05176259,0.16735205,0.21911463
43,0,8.0,0.093988046,0.06307024,0.030247748,0.18730603,138.0,0.09986226,0.006276441,0.059893463,0.16603217,1.0,0.2514815,0.24115005,0.0,0.49263155,138.0,0.09986226,0.006276441,0.059893463,0.16603217
44,0,20.0,0.0,0.05905377,0.57818896,0.63724273,9.0,0.1826052,0.028184917,0.013408187,0.22419831,1.0,0.2514815,0.19102785,0.0,0.44250935,8.0,0.093988046,0.062368065,0.052305173,0.20866129
45,0,9.0,0.09986226,99999.0,0.80025166,99999.9,5.0,0.2196971,0.088154934,0.7731657,1.0810177,1.0,0.2514815,0.24115005,0.0,0.49263155,8.0,0.1826052,0.29363078,0.0,0.476236
46,0,7.0,0.08861716,0.15459855,0.0,0.24321571,5.0,0.2196971,0.088154934,0.7731657,1.0810177,1.0,0.2514815,0.15221302,0.0,0.4036945,7.0,0.08861716,0.15459855,0.0,0.24321571
47,0,8.0,0.09986226,99999.0,0.78505176,99999.88,5.0,0.2196971,0.088154934,0.7731657,1.0810177,1.0,0.2514815,0.24115005,0.0,0.49263155,6.0,0.19385031,0.1893371,0.015199901,0.3983873
48,0,5.0,0.10630513,0.027221369,0.6240554,0.7575819,5.0,0.10630513,0.027221369,0.6240554,0.7575819,1.0,0.4453318,0.43048716,0.0,0.87581897,3.0,0.3766235,0.13244823,0.0,0.5090717
49,0,14.0,0.0,0.3620905,0.648253,1.0103436,5.0,0.10630513,0.027221369,0.6240554,0.7575819,1.0,0.4453318,0.37872458,0.0,0.8240564,30.0,0.113391966,0.060933564,0.0,0.17432553
50,0,5.0,0.10630513,0.027221369,0.6240554,0.7575819,5.0,0.10630513,0.027221369,0.6240554,0.7575819,1.0,0.4453318,0.43048716,0.0,0.87581897,3.0,0.3766235,0.13244823,0.0,0.5090717
51,0,12.0,0.0,0.0,99999.0,99999.0,12.0,0.0,0.0,99999.0,99999.0,1.0,0.4453318,0.43048716,0.0,0.87581897,5.0,0.10630513,0.027221369,0.13952619,0.2730527
52,0,5.0,0.10630513,0.027221369,0.6240554,0.7575819,5.0,0.10630513,0.027221369,0.6240554,0.7575819,1.0,0.2514815,0.24115005,0.0,0.49263155,29.0,0.113391966,0.060933564,0.0,0.17432553
53,0,18.0,0.0,0.060933564,0.0,0.060933564,5.0,0.10630513,0.027221369,0.22112033,0.35464683,1.0,0.2514815,0.24115005,0.0,0.49263155,18.0,0.0,0.060933564,0.0,0.060933564
54,0,5.0,0.10630513,0.027221369,0.6752084,0.8087349,5.0,0.10630513,0.027221369,0.6752084,0.8087349,1.0,0.2514815,0.24115005,0.0,0.49263155,1.0,0.2514815,0.24115005,0.0,0.49263155
55,0,5.0,0.10630513,0.027221369,0.6752084,0.8087349,5.0,0.10630513,0.027221369,0.6752084,0.8087349,1.0,0.2514815,0.24115005,0.0,0.49263155,1.0,0.2514815,0.24115005,0.0,0.49263155
56,0,7.0,0.08861716,0.20200834,0.0,0.2906255,45.0,0.093988046,0.05818406,0.015353409,0.16752551,1.0,0.2514815,0.21368814,0.0,0.46516964,45.0,0.093988046,0.05818406,0.015353409,0.16752551
