genID,reachGoal,bC-ID,bC-C,bC-Sm,bC-Sf,bC-A,bSm-ID,bSm-C,bSm-Sm,bSm-Sf,bSm-A,bSf-ID,bSf-C,bSf-Sm,bSf-Sf,bSf-A,bA-ID,bA-C,bA-Sm,bA-Sf,bA-A
0,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
1,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
2,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
3,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
4,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
5,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
6,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
7,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
8,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
9,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
10,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
11,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
12,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
13,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
14,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
15,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
16,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
17,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
18,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,
19,0,142.0,99999.0,99999.0,99999.0,299997.0,142.0,99999.0,99999.0,99999.0,299997.0,142.0,99999.0,99999.0,99999.0,299997.0,142.0,99999.0,99999.0,99999.0,299997.0
20,0,153.0,0.0,0.33333275,0.0,0.33333275,159.0,0.0,0.0,0.32845384,0.32845384,153.0,0.0,0.33333275,0.0,0.33333275,159.0,0.0,0.0,0.32845384,0.32845384
21,0,2.0,0.0,0.24999967,0.0,0.24999967,38.0,0.0,0.0,99999.0,99999.0,2.0,0.0,0.24999967,0.0,0.24999967,174.0,0.0,0.0,0.15558344,0.15558344
22,0,1.0,0.0,0.19999959,0.10186656,0.30186614,3.0,0.0,0.0,0.15526068,0.15526068,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
23,0,3.0,0.0,0.0,0.12576123,0.12576123,3.0,0.0,0.0,0.12576123,0.12576123,4.0,0.0,0.19999959,0.0,0.19999959,157.0,0.0,0.0,0.0,0.0
24,0,97.0,99999.0,99999.0,99999.0,299997.0,97.0,99999.0,99999.0,99999.0,299997.0,97.0,99999.0,99999.0,99999.0,299997.0,97.0,99999.0,99999.0,99999.0,299997.0
25,0,182.0,0.0,99999.0,0.0,99999.0,0.0,99999.0,1.0,99999.0,199999.0,182.0,0.0,99999.0,0.0,99999.0,182.0,0.0,99999.0,0.0,99999.0
