genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,Y,32.675735,FBLLLFBBFBFLLBRLLLFLFBBBFRRLRBBFLBRBLFFRLBRLBLFFRFFRBLFLBLRFRRRBFBLLRFRLFBBRRFRLLRLFRLRBFLRBBBFRLLFR,24,0.28595474
1,21,F,5.0,n/a,0,5.0
2,21,F,5.0,n/a,0,5.0
3,21,Y,44.602077,BRLLBBBBFBBRBBLBRBLLFF,4,5.0
4,17,Y,69.1716,BLBBBBBRBBLBRBLLFF,0,69.1716
5,13,Y,69.1716,BLBBBBBRBBLBRB,0,69.1716
6,13,Y,92.64463,BLBBBBRBBBBRBL,48,69.1716
7,11,Y,92.64463,BLBBBBRBBBBR,0,92.64463
8,11,Y,110.0,BBBBBBB4BBLB,1,92.64463
9,10,Y,133.45679,BBBBBBBBBBB,27,110.0
10,9,Y,133.45679,BBBBBBBBBB,0,133.45679
11,9,Y,133.45679,BBBBBBBBBB,0,133.45679
12,9,Y,133.45679,BBBBBBBBBB,0,133.45679
13,9,Y,133.45679,BBBBBBBBBB,0,133.45679
14,9,Y,133.45679,BBBBBBBBBB,0,133.45679
15,9,Y,133.45679,BBBBBBBBBB,0,133.45679
16,9,Y,133.45679,BBBBBBBBBB,0,133.45679
17,9,Y,133.45679,BBBBBBBBBB,0,133.45679
18,9,Y,133.45679,BBBBBBBBBB,0,133.45679
19,9,Y,133.45679,BBBBBBBBBB,0,133.45679
0,100,Y,11.384083,RBRLRLRFFFFLFBLLLRBFRRFRFFBRRRFLRLBFFFRFRLBFRRLBRBLBBRBRFBBRBFLLBBRBFBLFRBLFBRFBLBFRRBLFLFBFRBBLFRBF,29,0.0017802549
1,85,Y,15.94884,RBRFFFFLFRFRRRFLFFRFRBRBLBBRBRBLBBRBLFRBRBLFLFRBBLFR,0,15.94884
2,41,Y,16.574623,RBRFFFFLFRFRRRFLFFRFRBRBLBBRBRBLBBRBLRRBRB,33,15.94884
3,39,Y,18.65052,RBRFFFFLFRFRRRFLFBR5RBRBRLRRBRBLBBRBLFRB,34,17.304602
4,34,Y,22.755102,RBRFFFFLFRFRRRF5RBRBRRBRBLBBRBLFRB,0,22.755102
5,28,Y,22.755102,RBRFFFFLFRFRRRF5RBRBRRBRBLBBR,0,22.755102
6,28,Y,24.7929,RBRFFFFLFRFRRRR5RBRBBRBRBLBBR,45,22.755102
7,26,Y,24.7929,RBRFFFFLFRFRRRR5RBRBBRBRBLB,0,24.7929
8,26,Y,24.7929,RBRFFFFLFRFRRRR5RBRBBRBRBLB,0,24.7929
9,26,Y,24.7929,RBRFFFFLFRFRRRR5RBRBBRBRBLB,0,24.7929
10,26,Y,26.0,RBRFFFFLFRFRRRRRBRBBRBRBLB,26,24.7929
11,25,Y,27.36111,RBRFFFFLFRFRRRR5RBRBBBRBLB,36,26.0
12,24,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBLB,29,27.36111
13,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
14,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
15,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
16,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
17,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
18,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
19,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
20,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
21,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
22,23,Y,28.903591,RBRFFFFLFRFRRRRRBBBRBRBL,0,28.903591
0,100,Y,26.0,BFFFRFFFBRLRBLFFRFLBFRFLLLRLBLFFBFRLRFFRBFBLFFLBRRFBLBLLRFBFRRFRFBRRRFFFRRBFLLBRRBFLLRRLBLBRLRLRLBBF,43,12.100399
1,25,Y,32.675735,BFRRFFLFFRBFFBFLFBFFLFFBRR,12,26.0
2,21,Y,54.444443,RRFFLFFRFLFFLFRR,0,54.444443
3,15,Y,54.444443,RRFFLFFRFLFFLFRR,0,54.444443
4,15,Y,69.1716,RRFFRFFFFLFFLFRR,35,54.444443
5,13,Y,79.44444,BFFFRFFF1FLFBL,30,69.1716
6,12,Y,92.64463,BFFFRFFFFLFBL,19,0.12195122
7,11,Y,92.64463,RRFFLFFFFFFF,2,0.12195122
8,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
9,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
10,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
11,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
12,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
13,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
14,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
15,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
16,11,Y,92.64463,RRFFLFFFFFFF,0,92.64463
