genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,Y,37.70083,RLBRLBRFLBLLLLFLFLLLBFBLBFRRBLBFFLBLFRFLBBLBFLFLFLLFLFRBRLFLBLFLRBBRBFLBBLBFRFBLRBFRFLBRBLLBRLRFLLBF,45,11.983733
1,19,F,5.0,n/a,0,5.0
2,19,F,5.0,n/a,0,5.0
3,19,F,10.0,n/a,42,5.0
4,19,Y,61.02041,RLBRLBRB1BBBBBFBFBBB,5,0.005904319
5,14,Y,79.44444,RLBRBBBB1BBBFBF,6,0.005904319
6,12,Y,92.64463,RLBRBBBBBBBFB,25,0.005904319
7,11,Y,110.0,RBBBBBBB1BBB,21,0.005904319
8,10,Y,133.45679,RBBBBBBBBBB,3,110.0
9,9,Y,133.45679,RBBBBBBBBB,0,133.45679
10,9,Y,133.45679,RBBBBBBBBB,0,133.45679
11,9,Y,133.45679,RBBBBBBBBB,0,133.45679
12,9,Y,133.45679,RBBBBBBBBB,0,133.45679
13,9,Y,133.45679,RBBBBBBBBB,0,133.45679
14,9,Y,133.45679,RBBBBBBBBB,0,133.45679
15,9,Y,133.45679,RBBBBBBBBB,0,133.45679
16,9,Y,133.45679,RBBBBBBBBB,0,133.45679
17,9,Y,133.45679,RBBBBBBBBB,0,133.45679
18,9,Y,133.45679,RBBBBBBBBB,0,133.45679
0,100,Y,28.903591,FLBRFFRBRRFLBBBRRRRRFFRLFFBBBLFRRFFBBBFLBRFBBFFLBBRLLFFRRFFLFRLLLBBRFFLFBBRFLFRLRBLFBFBLBLRLRRLRBRRL,8,0.5882353
1,23,Y,28.903591,FLBRFFRBRRFLBBBRRRRRFFRL,6,5.0
2,23,Y,40.864197,FFRFR3RBRLRBRRRFRBFBFBFF,40,5.0
3,18,Y,40.864197,FFRFR3RBRLRBRRRFRBF,20,5.0
4,18,Y,69.1716,FFRFRRBRRRBRRRFR3F,4,5.0
5,13,Y,69.1716,FFRFRRBRRRBRRR,0,69.1716
6,13,Y,79.44444,R5RRRFRRBRRRR,17,69.1716
7,12,Y,92.64463,RRRRFRRBRRRR,26,79.44444
8,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
9,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
10,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
11,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
12,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
13,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
14,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
15,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
16,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
17,11,Y,92.64463,RRRRFRRBRRRR,0,92.64463
0,100,Y,26.0,RFBFLLFFFRBRRRLFRFFFFFLLBFBFBRLFBFBRRBLBFBFFRFBRRLRBRFBLRFRLBRLRFBBBBBFFLFLRBLFFRBRBRLFFRFRFRFLLLBFL,4,0.026269045
1,25,Y,32.675735,RFLLFFFRBRRFRFFFFFLLBRRBLF,0,32.675735
2,21,Y,44.602077,RFLLFFFRBRRFLFFFFFLL5R,9,32.675735
3,17,Y,54.444443,RFFFFRLRBFLFFFFFLL,12,44.602077
4,15,Y,133.45679,RFFFFFFFFFLL,0,133.45679
5,9,Y,133.45679,RFFFFFFFFF,0,133.45679
6,9,Y,133.45679,RFFFFFFFFF,0,133.45679
7,9,Y,133.45679,RFFFFFFFFF,0,133.45679
8,9,Y,133.45679,RFFFFFFFFF,0,133.45679
9,9,Y,133.45679,RFFFFFFFFF,0,133.45679
10,9,Y,133.45679,RFFFFFFFFF,0,133.45679
11,9,Y,133.45679,RFFFFFFFFF,0,133.45679
12,9,Y,133.45679,RFFFFFFFFF,0,133.45679
13,9,Y,133.45679,RFFFFFFFFF,0,133.45679
14,9,Y,133.45679,RFFFFFFFFF,0,133.45679
