genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,Y,28.903591,LLBFLBLLLBFBLLLLRLRFRFLBFBBBFFFLBRFRFLBBLRFFLFLFRBBLBBBRLRRLLBFLLRRFFBLBFFLFFFRRLFLRLBFRRRRLRRLFFBRR,27,0.015974442
1,23,F,5.0,n/a,0,5.0
2,23,F,5.0,n/a,0,5.0
3,23,F,5.0,n/a,0,5.0
4,23,F,5.0,n/a,0,5.0
5,23,F,5.0,n/a,0,5.0
6,23,F,5.0,n/a,0,5.0
7,23,F,5.0,n/a,0,5.0
8,23,F,5.0,n/a,0,5.0
9,23,F,5.0,n/a,0,5.0
10,23,F,5.0,n/a,0,5.0
11,23,F,5.0,n/a,0,5.0
12,23,F,5.0,n/a,0,5.0
13,23,F,5.0,n/a,0,5.0
14,23,F,5.0,n/a,0,5.0
15,23,F,5.0,n/a,0,5.0
16,23,F,5.0,n/a,0,5.0
17,23,F,5.0,n/a,0,5.0
18,23,F,5.0,n/a,0,5.0
19,23,F,5.0,n/a,0,5.0
20,23,F,5.0,n/a,0,5.0
21,23,F,5.0,n/a,0,5.0
22,23,F,5.0,n/a,0,5.0
23,23,F,5.0,n/a,0,5.0
24,23,F,5.0,n/a,0,5.0
25,23,F,5.0,n/a,0,5.0
26,23,F,5.0,n/a,0,5.0
27,23,F,5.0,n/a,0,5.0
28,23,F,5.0,n/a,0,5.0
29,23,F,5.0,n/a,0,5.0
30,23,F,5.0,n/a,0,5.0
31,23,F,5.0,n/a,0,5.0
32,23,F,5.0,n/a,0,5.0
33,23,F,5.0,n/a,0,5.0
34,23,F,5.0,n/a,0,5.0
35,23,F,5.0,n/a,0,5.0
36,23,F,5.0,n/a,0,5.0
37,23,F,5.0,n/a,0,5.0
38,23,F,5.0,n/a,0,5.0
39,23,F,5.0,n/a,0,5.0
40,23,F,5.0,n/a,0,5.0
41,23,F,5.0,n/a,0,5.0
42,23,F,5.0,n/a,0,5.0
43,23,F,5.0,n/a,0,5.0
44,23,F,5.0,n/a,0,5.0
45,23,F,5.0,n/a,0,5.0
46,23,F,5.0,n/a,0,5.0
47,23,F,5.0,n/a,0,5.0
48,23,F,5.0,n/a,0,5.0
49,23,F,5.0,n/a,0,5.0
50,23,F,5.0,n/a,0,5.0
51,23,F,5.0,n/a,0,5.0
52,23,F,5.0,n/a,0,5.0
53,23,F,5.0,n/a,0,5.0
54,23,F,5.0,n/a,0,5.0
55,23,F,5.0,n/a,0,5.0
56,23,F,5.0,n/a,0,5.0
57,23,F,5.0,n/a,0,5.0
58,23,F,5.0,n/a,0,5.0
59,23,F,5.0,n/a,0,5.0
60,23,F,5.0,n/a,0,5.0
61,23,F,5.0,n/a,0,5.0
62,23,F,5.0,n/a,0,5.0
63,23,F,5.0,n/a,0,5.0
64,23,F,5.0,n/a,0,5.0
65,23,F,5.0,n/a,0,5.0
66,23,F,5.0,n/a,0,5.0
67,23,F,5.0,n/a,0,5.0
68,23,F,5.0,n/a,0,5.0
69,23,F,5.0,n/a,0,5.0
70,23,F,5.0,n/a,0,5.0
71,23,F,5.0,n/a,0,5.0
72,23,F,5.0,n/a,0,5.0
73,23,F,5.0,n/a,0,5.0
74,23,F,5.0,n/a,0,5.0
75,23,F,5.0,n/a,0,5.0
76,23,F,5.0,n/a,0,5.0
77,23,F,5.0,n/a,0,5.0
78,23,F,5.0,n/a,0,5.0
79,23,F,5.0,n/a,0,5.0
80,23,F,5.0,n/a,0,5.0
81,23,F,5.0,n/a,0,5.0
82,23,F,5.0,n/a,0,5.0
83,23,F,5.0,n/a,0,5.0
84,23,F,5.0,n/a,0,5.0
85,23,F,5.0,n/a,0,5.0
86,23,F,5.0,n/a,0,5.0
87,23,F,5.0,n/a,0,5.0
88,23,F,5.0,n/a,0,5.0
89,23,F,5.0,n/a,0,5.0
90,23,F,5.0,n/a,0,5.0
91,23,F,5.0,n/a,0,5.0
92,23,F,5.0,n/a,0,5.0
93,23,F,5.0,n/a,0,5.0
94,23,F,5.0,n/a,0,5.0
95,23,F,5.0,n/a,0,5.0
96,23,F,5.0,n/a,0,5.0
97,23,F,5.0,n/a,0,5.0
98,23,F,5.0,n/a,0,5.0
99,23,F,5.0,n/a,0,5.0
100,23,F,5.0,n/a,0,5.0
