genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,Y,92.64463,LFLBLLLLLLLLBFBLLRFRFLBFFBRBFBBRRRFBLLBLFFBLRRFFRBFBBBRRLBBLFRFLBLFBLLLLRFRFLRFBLBFRLBLRBFLFRFFFRBLL,36,11.262466
1,11,F,5.0,n/a,0,5.0
2,11,F,5.0,n/a,0,5.0
3,11,F,5.0,n/a,0,5.0
4,11,F,5.0,n/a,0,5.0
5,11,F,5.0,n/a,0,5.0
6,11,F,5.0,n/a,0,5.0
7,11,Y,92.64463,LBBBBB8LBBBL,48,5.0
8,11,Y,133.45679,LBBBBBBBBBL,7,92.64463
9,9,Y,133.45679,LBBBBBBBBB,0,133.45679
10,9,Y,133.45679,LBBBBBBBBB,0,133.45679
11,9,Y,133.45679,LBBBBBBBBB,0,133.45679
12,9,Y,133.45679,LBBBBBBBBB,0,133.45679
13,9,Y,133.45679,LBBBBBBBBB,0,133.45679
14,9,Y,133.45679,LBBBBBBBBB,0,133.45679
15,9,Y,133.45679,LBBBBBBBBB,0,133.45679
16,9,Y,133.45679,LBBBBBBBBB,0,133.45679
17,9,Y,133.45679,LBBBBBBBBB,0,133.45679
18,9,Y,133.45679,LBBBBBBBBB,0,133.45679
0,100,Y,21.890606,LFRRBBRFRLBRFBBRRRRFLLRRLFBFRLRLBRBBLRRRFRLRBLBLLBRLBBBFFBLBLFLRRFRFFRBLLRLLLLLRLLRFRLRFBRFFRRRRLFFB,43,0.0041631972
1,29,Y,23.717422,LRBBRRRRFLLFRLBFRRFBFLRBRRRBLF,38,0.5882353
2,27,Y,37.70083,LFRRFBRFRLBRFBBRRRR5LLRRLFBF,26,5.0
3,19,Y,92.64463,LFRRRRBRRRR5LF,0,92.64463
4,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
5,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
6,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
7,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
8,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
9,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
10,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
11,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
12,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
13,11,Y,92.64463,LFRRRRBRRRR5,0,92.64463
0,100,Y,28.903591,BFFBBBRLFRLFFLFFFFFFFRBBFFRFFRRBRBLRLBRFLFRBBLLRLRLLLRLLFLBLRLLLFBLBFFLFLRBFLFBLRBLBBLLBRLBRFRRLBBLR,29,13.07787
1,23,Y,44.602077,BFFFBFLFFBBRFFFFFFBBBFFR,40,5.0
2,17,Y,54.444443,BFFFBFLFFFBRFFFFFF,22,0.5882353
3,15,Y,92.64463,FFLFFRFFFFFF,0,92.64463
4,11,Y,110.0,BFFF5FFFFFBR,5,92.64463
5,10,Y,133.45679,BFFFFFFFFBR,23,0.12195122
6,9,Y,133.45679,BFFFFFFFFB,4,0.12195122
7,9,Y,133.45679,BFFFFFFFFL,2,0.12195122
8,9,Y,133.45679,BFFFFFFFFB,1,0.5882353
9,9,Y,133.45679,BFFFFFFFFB,1,0.12195122
10,9,Y,133.45679,BFFFFFFFFL,1,0.12195122
11,9,Y,133.45679,BFFFFFFFFB,1,0.5882353
12,9,Y,133.45679,BFFFFFFFFL,3,0.12195122
13,9,Y,133.45679,BFFFFFFFFL,2,0.5882353
14,9,Y,133.45679,BFFFFFFFFB,1,0.5882353
15,9,Y,133.45679,BFFFFFFFFB,2,0.12195122
