genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,Y,28.903591,BLBLLLRLBLFBFLLLRBLRLFFFLLBFRFRBLFBLBFFLBBRLFRRBBBBRFRRBBLLLLBBRBRFRFRRBFRLFFBLBLFBLRLRLBBLFRBBFLLRR,43,0.0029085209
1,23,F,5.0,n/a,0,5.0
2,23,F,5.0,n/a,0,5.0
3,23,Y,37.70083,BLBLLBR7BB6BRBBRRBLRLFFF,5,5.0
4,19,Y,44.602077,BLBLLBRLBBBRBBRRBLRL,39,37.70083
5,17,Y,54.444443,BLBLLBBBBRBBRRBL,0,54.444443
6,15,Y,54.444443,BLBLLBBBBRBBRRBL,0,54.444443
7,15,Y,54.444443,BLBLLBBBBRBBRRBL,0,54.444443
8,15,Y,54.444443,BLBLLBBBBRBBRRBL,0,54.444443
9,15,Y,54.444443,BLBLLBBBBRBBRRBL,0,54.444443
10,15,Y,54.444443,BLBLLBBBBRBBRRBL,0,54.444443
11,15,Y,54.444443,BLBLLBBBBRBBRRBL,0,54.444443
12,15,Y,69.1716,7LLBBBBBBRBBRRBL,1,54.444443
13,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
14,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
15,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
16,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
17,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
18,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
19,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
20,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
21,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
22,13,Y,69.1716,7LLBBBBBBRBBRR,0,69.1716
0,100,Y,28.903591,BLRFFFBFRBRRBBBRBRRRRFFRBRRBBBLBLBRLRRRLFBFFBRBRRRBFRRFFBRRRFBBRFFRBBLBFFBBRFBRFBLBFFFLFLFRLBFFBFBLB,11,0.038910504
1,23,Y,30.661158,BLRFF5FRBRRBBBRBRRRRFFRB,6,0.015974442
2,22,Y,35.0,FRRRRFBBFL1RRLRRRFBR5FL,46,0.015974442
3,20,Y,110.0,FRRR1RRRRR5FL,0,110.0
4,10,Y,133.45679,FRRRRRRRR5F,16,110.0
5,9,Y,133.45679,FRRRRRRRR5,0,133.45679
6,9,Y,133.45679,FRRRRRRRR5,0,133.45679
7,9,Y,133.45679,FRRRRRRRR5,0,133.45679
8,9,Y,133.45679,FRRRRRRRR5,0,133.45679
9,9,Y,133.45679,FRRRRRRRR5,0,133.45679
10,9,Y,133.45679,FRRRRRRRR5,0,133.45679
11,9,Y,133.45679,FRRRRRRRR5,0,133.45679
12,9,Y,133.45679,FRRRRRRRR5,0,133.45679
13,9,Y,133.45679,FRRRRRRRR5,0,133.45679
14,9,Y,133.45679,FRRRRRRRR5,0,133.45679
0,100,Y,23.717422,LRBRLBLFBLLFFFFFFFLFRRBRFFFLLRFFRLRLRBFRRRBBFLFFRRLLRRFFLRRLLFBBBLFBBRBRLRFLRBFFBLFLFLLLFRFBBLFLRRLL,23,14.526936
1,27,Y,44.602077,BFFRFFFBLFFLFLFRRLLBFLFBRFBR,17,5.0
2,17,Y,54.444443,BFFRFFFBRFFLFLFL1L,39,0.28595474
3,15,Y,79.44444,BFFRFFF7FFFLFLFR,26,0.5882353
4,12,Y,92.64463,BFFRFFFFFFLFL,5,5.0
5,11,Y,133.45679,BFFFFFFFFFLF,23,5.0
6,9,Y,133.45679,BFFFFFFFFF,7,5.0
7,9,Y,133.45679,BFFFFFFFFF,1,5.0
8,9,Y,133.45679,BFFFFFFFFF,1,5.0
9,9,Y,133.45679,BFFFFFFFFL,1,5.0
10,9,Y,133.45679,0FFFFFFFFL,1,0.5882353
11,9,Y,133.45679,0FFFFFFFFL,0,133.45679
12,9,Y,133.45679,0FFFFFFFFL,0,133.45679
13,9,Y,133.45679,0FFFFFFFFL,0,133.45679
14,9,Y,133.45679,0FFFFFFFFL,0,133.45679
15,9,Y,133.45679,0FFFFFFFFL,0,133.45679
