genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,100,Y,32.675735,BRBRBLRBBFBBLRBBLFBBLFFLLFLLLLFFBBFBRRRLBLLRRLFLFFRFLFRBRRLLBRLFLLBFRRFRRLLFFBBRRFRBLBLRBBBBRFFFRFBL,18,0.0026618666
1,21,Y,69.1716,BRBRBBBBBBLBLFFLLFLLBL,0,69.1716
2,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
3,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
4,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
5,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
6,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
7,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
8,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
9,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
10,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
11,13,Y,69.1716,BRBRBBBBBBLBLF,0,69.1716
0,100,Y,21.890606,BFRRBFBBBLRLFBRRRLRLRRRRRFBFFLRRBFBBRFRRFBFBBLBBBBRBBFFBLRLFLFBBLFLFFBRBFBRBBBFRLLRLFFRRFFFFRFBFBBFR,25,0.008658014
1,29,Y,21.890606,BFRRBFBBBLRLFBRRRLRLRRRRRFBFFL,25,0.0026618666
2,29,Y,22.755102,RBLRLFBBRRRLRFBRRRFBRFB5RRFFBB,40,0.0026618666
3,28,Y,37.70083,FLBBRRRLRRRRFRRRLRFRRBLRRFLRF,33,0.5882353
4,19,Y,54.444443,FLBBRRRRRRFRRRFRRBRF,0,54.444443
5,15,Y,54.444443,FLBBRRRRRRFRRRFR,0,54.444443
6,15,Y,54.444443,FLBBRRRRRRFRRRFR,0,54.444443
7,15,Y,54.444443,FLBBRRRRRRFRRRFR,0,54.444443
8,15,Y,54.444443,FLBBRRRRRRFRRRFR,0,54.444443
9,15,Y,54.444443,FLBBRRRRRRFRRRFR,0,54.444443
10,15,Y,69.1716,LBBRRRRRFRRRFR,19,54.444443
11,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
12,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
13,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
14,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
15,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
16,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
17,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
18,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
19,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
20,13,Y,69.1716,LBBRRRRRFRRRFR,0,69.1716
0,100,Y,20.405827,FRFFBRBBLFLFRRLBBFRFFFFFBFFFFLLLBFRRFFRLLFRFFLRBRBLRLLRRRRLFLRBBRRRLLLRLRRFLLRBFRFBFFBFBLRFFBLLRBBFR,3,0.006580226
1,31,Y,20.405827,FRFFBRBBLFLFRRLBBFRFFFFFBFFFFLLL,2,5.0
2,31,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
3,23,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
4,23,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
5,23,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
6,23,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
7,23,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
8,23,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
9,23,Y,28.903591,FRFRBBLFLFRBRFFFFFFFFLLL,0,28.903591
10,23,Y,30.661158,FRFRB6LFLRBRFFFFFFFFLLL,49,28.903591
11,22,Y,49.0625,FRFRB6FFFFFFFFLLL,0,49.0625
12,16,Y,54.444443,FRFRBFFFFFFFFLLL,5,49.0625
13,15,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
14,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
15,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
16,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
17,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
18,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
19,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
20,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
21,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
22,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
23,13,Y,69.1716,FRFRFFFFFFFLLL,0,69.1716
