0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.485281,12.071068,12.485281,12.899495,13.313708,13.7279215,14.7279215,15.7279215,16.727922,17.727922,18.727922,19.727922,20.727922
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.485281,13.071068,13.485281,13.899495,14.313708,14.7279215,15.142136,16.142136,17.142136,18.142136,19.142136,20.142136,21.142136
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.485281,14.071068,14.485281,14.899495,15.313708,15.7279215,16.142136,16.556349,17.556349,18.556349,19.556349,20.556349,21.556349
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.485281,15.071068,15.485281,15.899495,16.31371,16.727922,17.142136,17.556349,17.970562,18.970562,19.970562,20.970562,21.970562
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.485281,16.071068,16.485281,16.899494,17.31371,17.727922,18.142136,18.556349,18.970562,19.384775,20.384775,21.384775,22.384775
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.485281,17.071068,17.485281,17.899494,18.31371,18.727922,19.142136,19.556349,19.970562,20.384775,20.79899,21.79899,22.79899
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.485281,18.071068,18.485281,18.899494,19.31371,19.727922,20.142136,20.556349,20.970562,21.384775,21.79899,22.213203,23.213203
51.899494,50.899494,49.899494,48.899494,47.899494,46.899494,45.899494,44.899494,43.899494,42.899494,41.899494,40.899494,39.899494,38.899494,37.899494,36.899494,35.899494,34.899494,33.899494,32.899494,31.899494,30.899494,29.899494,28.899494,27.899494,26.899494,25.899494,24.899494,23.899494,22.899494,21.899494,19.485281,19.071068,19.485281,19.899494,20.31371,20.727922,21.142136,21.556349,21.970562,22.384775,22.79899,23.213203,23.627417
51.485283,50.485283,49.485283,48.485283,47.485283,46.485283,45.485283,44.485283,43.485283,42.485283,41.485283,40.485283,39.485283,38.485283,37.485283,36.485283,35.485283,34.485283,33.485283,32.485283,31.485281,30.485281,29.485281,28.485281,27.485281,26.485281,25.485281,24.485281,23.485281,22.485281,21.485281,20.485281,20.071068,20.485281,20.899494,21.31371,21.727922,22.142136,22.556349,22.970562,23.384775,23.79899,24.213203,24.627417
51.899494,50.899494,49.899494,48.899494,47.899494,46.899494,45.899494,44.899494,43.899494,42.899494,41.899494,40.899494,39.899494,38.899494,37.899494,36.899494,35.899494,34.899494,33.899494,32.899494,31.899494,30.899494,29.899494,28.899494,27.899494,26.899494,25.899494,24.899494,23.899494,22.899494,21.899494,21.485281,21.071068,21.485281,21.899494,22.31371,22.727922,23.142136,23.556349,23.970562,24.384775,24.79899,25.213203,25.627417
52.31371,51.31371,50.31371,49.31371,48.31371,47.31371,46.31371,45.31371,44.31371,43.31371,42.31371,41.31371,40.31371,39.31371,38.31371,37.31371,36.31371,35.31371,34.31371,33.31371,32.31371,31.31371,30.31371,29.31371,28.31371,27.31371,26.31371,25.31371,24.31371,23.31371,22.899494,22.485281,22.071068,22.485281,22.899494,23.31371,23.727922,24.142136,24.556349,24.970562,25.384775,25.79899,26.213203,26.627417
52.72792,51.72792,50.72792,49.72792,48.72792,47.72792,46.72792,45.72792,44.72792,43.72792,42.72792,41.72792,40.72792,39.72792,38.72792,37.72792,36.72792,35.72792,34.72792,33.72792,32.72792,31.727922,30.727922,29.727922,28.727922,27.727922,26.727922,25.727922,24.727922,24.31371,23.899494,23.485281,23.071068,23.485281,23.899494,24.31371,24.727922,25.142136,25.556349,25.970562,26.384775,26.79899,27.213203,27.627417
53.142136,52.142136,51.142136,50.142136,49.142136,48.142136,47.142136,46.142136,45.142136,44.142136,43.142136,42.142136,41.142136,40.142136,39.142136,38.142136,37.142136,36.142136,35.142136,34.142136,33.142136,32.142136,31.142136,30.142136,29.142136,28.142136,27.142136,26.142136,25.727922,25.31371,24.899494,24.485281,24.071068,24.485281,24.899494,25.31371,25.727922,26.142136,26.556349,26.970562,27.384775,27.79899,28.213203,28.627417
53.55635,52.55635,51.55635,50.55635,49.55635,48.55635,47.55635,46.55635,45.55635,44.55635,43.55635,42.55635,41.55635,40.55635,39.55635,38.55635,37.55635,36.55635,35.55635,34.55635,33.55635,32.55635,31.556349,30.556349,29.556349,28.556349,27.556349,27.142136,26.727922,26.31371,25.899494,25.485281,25.071068,25.485281,25.899494,26.31371,26.727922,27.142136,27.556349,27.970562,28.384775,28.79899,29.213203,29.627417
53.970562,52.970562,51.970562,50.970562,49.970562,48.970562,47.970562,46.970562,45.970562,44.970562,43.970562,42.970562,41.970562,40.970562,39.970562,38.970562,37.970562,36.970562,35.970562,34.970562,33.970562,32.970562,31.970562,30.970562,29.970562,28.970562,28.556349,28.142136,27.727922,27.31371,26.899494,26.485281,26.071068,26.485281,26.899494,27.31371,27.727922,28.142136,28.556349,28.970562,29.384775,29.79899,30.213203,30.627417
54.384777,53.384777,52.384777,51.384777,50.384777,49.384777,48.384777,47.384777,46.384777,45.384777,44.384777,43.384777,42.384777,41.384777,40.384777,39.384777,38.384777,37.384777,36.384777,35.384777,34.384777,33.384777,32.384777,31.384775,30.384775,29.970562,29.556349,29.142136,28.727922,28.31371,27.899494,27.485281,27.071068,27.485281,27.899494,28.31371,28.727922,29.142136,29.556349,29.970562,30.384775,30.79899,31.213203,31.627417
54.79899,53.79899,52.79899,51.79899,50.79899,49.79899,48.79899,47.79899,46.79899,45.79899,44.79899,43.79899,42.79899,41.79899,40.79899,39.79899,38.79899,37.79899,36.79899,35.79899,34.79899,33.79899,32.79899,31.79899,31.384775,30.970562,30.556349,30.142136,29.727922,29.31371,28.899494,28.485281,28.071068,28.485281,28.899494,29.31371,29.727922,30.142136,30.556349,30.970562,31.384775,31.79899,32.213203,32.62742
55.213203,54.213203,53.213203,52.213203,51.213203,50.213203,49.213203,48.213203,47.213203,46.213203,45.213203,44.213203,43.213203,42.213203,41.213203,40.213203,39.213203,38.213203,37.213203,36.213203,35.213203,34.213203,33.213203,32.79899,32.384777,31.970562,31.556349,31.142136,30.727922,30.31371,29.899494,29.485281,29.071068,29.485281,29.899494,30.31371,30.727922,31.142136,31.556349,31.970562,32.384777,32.79899,33.213203,33.62742
55.62742,54.62742,53.62742,52.62742,51.62742,50.62742,49.62742,48.62742,47.62742,46.62742,45.62742,44.62742,43.62742,42.62742,41.62742,40.62742,39.62742,38.62742,37.62742,36.62742,35.62742,34.62742,34.213203,33.79899,33.384777,32.970562,32.55635,32.142136,31.727922,31.31371,30.899494,30.485281,30.071068,30.485281,30.899494,31.31371,31.727922,32.142136,32.55635,32.970562,33.384777,33.79899,34.213203,34.62742
56.04163,55.04163,54.04163,53.04163,52.04163,51.04163,50.04163,49.04163,48.04163,47.04163,46.04163,45.04163,44.04163,43.04163,42.04163,41.04163,40.04163,39.04163,38.04163,37.04163,36.04163,35.62742,35.213203,34.79899,34.384777,33.970562,33.55635,33.142136,32.72792,32.31371,31.899494,31.485281,31.071068,31.485281,31.899494,32.31371,32.72792,33.142136,33.55635,33.970562,34.384777,34.79899,35.213203,35.62742
