genID,bestTime,reachGoal,bestFitness,bestGene,bestID,ID 0 Fitness
0,200,Y,10.376378,LLLRLLFBFBLRBFBLBFLFRLBRFRRFLLLBRLBFBFBBBRLBBFBBBFFBBRRLFRRRLBFRRRRLRRRBFLBRBFBFBLRLBRLRBBLRLLLFLBLLRFLLLLRLBFRBFLBFBBRBFRFBFFRLBBLLRRBFBFLFLBBBRLBBBRRRRBBBRLFRLRFBLRFRRFBLFBFFBLRLBLFFFBBRFRBRRFBLLFRL,8,3.4256332E-4
1,163,Y,12.100399,LLLLBLFRRFLLLBBBBBBBBRFRRRRRRRBRBLBRBBLLLFLBLFLLLLBBRFLBBBBBBRRRRBBRFRFLBLFRFR,0,12.100399
2,69,Y,12.16263,LLLLBLFRRFLLLBBBBBBBBRFRRRRRRRBRBLBRBBLLLFLBLFLLLLBBRFLBBBBBBRRRR4BRFR,79,12.100399
3,68,Y,12.601457,LLLLBLBRRFLLLBBBBBBFRFRBRRRRRBRBBRBBLLLFLBLFLL4BBBRFLBBBBBBRRRBRFR,12,12.16263
4,62,Y,12.777778,LLLLBLBRRFLLLBBBBBRFRBRRRRRBRBBRBBLLLFLBLFLL4BBBRFLBBBBBBRRRBRF,0,12.777778
5,60,Y,12.872738,LLLLBLBRRFLLLBBBBBRFRBRRRRRBRBBRBBLLLFL1LRLL4BBBLFRBBBBBBRRRB,60,12.777778
6,59,Y,13.07787,LLLLBLBRRFLLLBBBBBRFRBRRRRRBRBBRBBLLLFL1LL4BBBLFRBBBBBBRRRB,0,13.07787
7,57,Y,13.305785,LLLLBLBRRFLLLBBBBBRFRBRRRRRBRBBRBBLLLFLBLFLLBBBBRRRBBBBBRR,83,13.07787
8,55,Y,13.429356,LLLBLBRRFLLLBBBBRFLBBLRRRRRRRRBBBFBBLLLLBL4BBBRBFBBRBBBR,54,13.305785
9,54,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBBR,0,14.340278
10,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
11,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
12,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
13,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
14,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
15,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
16,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
17,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
18,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
19,48,Y,14.340278,LLLBLBRRFLLLBBBBRFLBBRRRRRRRBBBBLLLLBL4BBBRBBRBBB,0,14.340278
