0.042893216,0,0.22699392,0.938436317
0.0690356,0.22000003,0.34482753,0.994897955
0.07650484,0.16000003,0.24444449,0.813002219
0.20710677,0.22000003,0.21875,0.734230922
1,0.32,0.3076923,0.6633135
1,0.48000002,0.36842108,0.670787413
1,0.42000002,0.31818187,0.653488234
1,0.45999998,0.38461542,0.693395269
1,0.42000002,0.31818187,0.682005771
1,0.38,0.3191489,0.700303676
1,0.36,0.30612242,0.701775555
1,0.39999998,0.30434787,0.691358031
1,0.39999998,0.30434787,0.741736114
1,0.42000002,0.31818187,0.733055542
1,0.38,0.3191489,0.662344755
1,0.38,0.3191489,0.672342442
1,0.45999998,0.38461542,0.693395269
1,0.38,0.3191489,0.662344755
1,0.45999998,0.38461542,0.693395269
1,0.48000002,0.36842108,0.731138565
1,0.45999998,0.35000002,0.693395269
1,0.45999998,0.38461542,0.745391818
1,0.44,0.28735638,0.736786367
1,0.45999998,0.38461542,0.693395269
1,0.52,0.41176474,0.624349618
1,0.36,0.30612242,0.694801693
1,0.36,0.30612242,0.694801693
1,0.5,0.42857146,0.707011198
1,0.5,0.42857146,0.707011198
1,0.48000002,0.44444442,0.683002624
1,0.48000002,0.44444442,0.683002624
